"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-20",513,"G",30,"D",1975,82,,,"Vente","Maison Individuelle","15310","15",,0
"Méthode Facture",,"2013-05-17",179,"D",5,"A",1,78.9,45.914626,0.656377,"Neuf","Bâtiment collectif à usage principal d'habitation","16100","16","Rue des Bruchets 16150 Chirac",0.72
"3CL - DPE","V2012","2013-05-02",232.09,"E",10.67,"B",1976,124.14,43.2699527,6.5762882,"Vente","Maison Individuelle","17153","17","Rue de l'Île Ronde (Pont) Grimaud",0.73
"3CL - DPE","V2012","2013-05-21",259.61,"E",60.75,"F",1997,99.5,47.104406,2.425994,"Vente","Maison Individuelle","18033","18","18 Rue Gaston Berger 18000 Bourges",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-11",300,"E",65,"F",1948,180.85,49.2891718,2.501044,"Vente","Maison Individuelle","19100","19","Rue Albert Thomas (Pont) Villers-Saint-Paul",0.76
"FACTURE - DPE","V2012","2013-05-03",433.25,"F",14.11,"C",1948,58,47.165373,4.981151,"Location","Maison Individuelle","21267","21","2 Route de Gilly 21640 Flagey-Echézeaux",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",294,"E",68,"F",1948,69.84,43.9993114,5.0614018,"Vente","Logement","22520","22","Fontaine de la rue des Tourelles Pernes-les-Fontaines",0.89
"MIXTE FACTURE+3CL - DPE pour ECS","V2012","2013-06-25",73.93,"B",3.57,"A",1969,165,45.843282,2.333683,"Vente","Maison Individuelle","23218","23","Longeaigue 23260 Saint-Maurice-près-Crocq",0.93
"3CL - DPE","V2012","2013-05-21",160.08,"D",8.12,"B",1974,262,44.840203,1.283598,"Vente","Maison Individuelle","24082","24","Combe du Pech 24200 Carsac-Aillac",0.43
"3CL - DPE","V2012","2013-05-26",192.54,"D",45.05,"E",1960,63.65,47.480403,6.822643,"Vente","Logement","25580","25","19 Rue Louis Pergaud 25700 Valentigney",0.95
"Méthode Facture",,"2013-05-18",147,"C",34,"D",1947,127,45.192629,5.110358,"Vente","Maison Individuelle","26210","26","Route de Saint-laurent d'Onay 26350 Valherbasse",0.39
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",278,"E",14,"C",1982,185,48.981589,0.956629,"Vente","Maison Individuelle","27120","27","4 Rue du General de Gaulle 27190 Burey",0.48
"3CL - DPE","V2012","2013-05-15",379.25,"F",84.98,"G",1974,92.5,48.730589,1.375901,"Vente","Maison Individuelle","28134","28","25 Rue de Rieuville 28100 Dreux",0.95
"3CL - DPE","V2012","2013-05-15",709.43,"G",44.95,"E",1974,28,45.046101,3.8794452,"Location","Logement","29002","29","Parking Place Carnot Le Puy-en-Velay",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",729,"G",44,"E",1948,30.93,,,"Location","Logement","20170","2A",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-16",160,"D",33,"D",1948,91.8,48.8189097,2.252859,"Vente","Logement","20200","2B","Résidence Sainte-Lucie (MAPAD) (Maison de retraite médicalisée) Issy-les-Moulineaux",0.75
"TROIS_CL_DPE","VERSION_2012","2013-05-16",182.23,"D",7.64,"B",1990,52,,,"Location","Logement","30070","30",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-27",164,"D",6,"B",2001,53,,,"Location","Logement","31500","31",,0
"Méthode Facture",,"2013-06-08",328,"E",10,"B",1947,157,48.4987726,7.3894429,"Vente","Maison Individuelle","32400","32","Chemin Le Moulin Mollkirch",0.9
"TROIS_CL_DPE","VERSION_2012","2013-04-29",248.66,"E",11.85,"C",1949,120,44.66439,-0.263943,"Vente","Maison Individuelle","33008","33","35 Lieu Dit Cessac 33760 Porte-de-Benauge",0.57
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",142,"C",7,"B",2006,152,49.4746192,2.8091517,"Location","Maison Individuelle","34300","34","Chemin de la Nacelle Villers-sur-Coudun",0.74
"TROIS_CL_DPE","VERSION_2012","2013-05-06",135.3,"C",31.66,"D",1978,79,48.128723,-1.663222,"Vente","Logement","35238","35","1 Square Armand de la Rouërie 35700 Rennes",0.96
"3CL - DPE","V2012","2013-05-27",438.96,"F",14.29,"C",1900,65,47.019569,1.109916,"Vente","Maison Individuelle","36074","36","5 Rue de l'Eglise 36700 Fléré-la-Rivière",0.94
"FACTURE","VERSION_2012","2013-05-22",299.8,"E",8.92,"B",1947,180,47.6557482,1.4880333,"Vente","Maison Individuelle","37092","37","Arrêt de Bus Rue Nationale Saint-Dyé-sur-Loire",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",318,"E",18,"C",1988,94,47.3207883,-1.0836007,"Vente","Maison Individuelle","38540","38","Les Fromentières (Corps de ferme) Mauges-sur-Loire",0.71
"3CL - DPE","V2012","2013-06-01",121.78,"C",4.21,"A",2013,80,46.674354,5.555094,"Location","Logement","39300","39","14 Rue des Cordeliers 39000 Lons-le-Saunier",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",149,"C",35,"D",1989,117,,,"Vente","Maison Individuelle","40160","40",,0
"FACTURE","VERSION_2012","2013-05-16",267.26,"E",64.25,"F",1800,151,47.3510664,-0.906079,"Vente","Maison Individuelle","41083","41","La Giraudière (Corps de ferme) Mauges-sur-Loire",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",280,"E",84,"G",1975,85,48.4994206,7.3180557,"Vente","Maison Individuelle","42740","42","Rue des Cerisiers (Chemin) Grendelbruch",0.76
"Méthode Facture",,"2013-05-27",0,"N",0,"N",1947,64,,,"Vente","Maison Individuelle","43320","43",,0
"3CL - DPE","V2012","2013-05-06",127.62,"C",38.29,"E",2006,92,,,"Location","Maison Individuelle","0000","44",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",226,"D",38,"E",1948,114,,,"Vente","Maison Individuelle","45520","45",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-18",190,"D",7,"B",1948,116,45.762555,4.8267193,"Vente","Maison Individuelle","46500","46","Sol Café Lyon",0.88
"Méthode Facture",,"2013-05-15",92,"C",21,"D",1947,109.41,46.145199,-1.3088913,"Location","Maison Individuelle","47200","47","Rue du Petit Labat (Chemin) Sainte-Marie-de-Ré",0.8
"Méthode Facture",,"2013-06-27",0,"N",0,"N",1947,91,,,"Vente","Logement","48300","48",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",93,"C",21,"D",2001,166,47.216773,-0.720494,"Vente","Maison Individuelle","49300","49","26 Rue de l'Astree (Chemillé) 49120 Chemillé-en-Anjou",0.52
"3CL - DPE","V2012","2013-05-07",291.63,"E",16.31,"C",2000,94.44,48.902098,-1.534888,"Vente","Maison Individuelle","50076","50","Village Gallien 50290 Bréhal",0.94
"FACTURE - DPE","V2012","2013-05-21",0,"N",0,"N",1948,31,49.265458,4.027771,"Vente","Logement","51454","51","25 Rue Docteur Thomas 51100 Reims",0.87
"Méthode Facture",,"2013-06-14",112,"C",1,"A",1947,129,47.960698,5.620967,"Vente","Maison Individuelle","52400","52","Fermes de Mauvaignant 52400 Le Châtelet-sur-Meuse",0.34
"Méthode Facture",,"2013-05-17",227,"D",3,"A",1947,97.15,48.301637,-0.668044,"Vente","Maison Individuelle","53200","53","Le Petit Parc 53100 Saint-Baudelle",0.41
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",372,"F",87,"G",1948,72.8,47.7406387,7.3083282,"Vente","Maison Individuelle","54190","54","Rue Erckmann Chatrian (Chemin piéton) Mulhouse",0.78
"Méthode Facture",,"2013-06-07",0,"N",0,"N",1947,74,47.6399241,-2.5970452,"Vente","Maison Individuelle","55000","55","Rue des Ducs de Bretagne (Pont) Sulniac",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-01",126,"C",5,"A",2006,125,,,"Vente","Maison Individuelle","56450","56",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",193,"D",45,"E",1948,63,43.5319194,1.5268927,"Vente","Logement","57140","57","Piste Cyclable Rue des Écoles Labège",0.74
"Méthode Facture",,"2013-05-31",0,"N",0,"N",1947,48.53,48.2310526,4.7043297,"Vente","Maison Individuelle","58600","58","Rue Pierre Brossolette (Pont) Bar-sur-Aube",0.76
"TROIS_CL_DPE","VERSION_2012","2013-05-07",327.78,"E",16.46,"C",1982,52,50.737643,2.731986,"Location","Logement","59043","59","7 Rue Emile Hie 59270 Bailleul",0.73
"FACTURE","VERSION_2012","2013-05-14",143.97,"C",4.68,"A",1940,73.76,47.0865779,-1.2778901,"Vente","Logement","60159","60","Rue Saint-Antoine (Pont) Clisson",0.81
"FACTURE - DPE","V2012","2013-05-16",61.98,"N",2.02,"N",1948,135,48.700646,0.288154,"Vente","Maison Individuelle","61275","61","3 Route de Paris 61240 Le Merlerault",0.82
"3CL - DPE","V2012","2013-05-01",834.48,"G",50.58,"E",1950,41.67,45.7872666,4.799523,"Location","Logement","62826","62","Avenue Andreï Sakharov (Piste cyclable) Lyon",0.79
"3CL","2012","2013-05-29",430.29,"F",127.91,"G",1950,67,,,"Copropriété","Maison Individuelle","63200","63",,0
"3CL - DPE","V2012","2013-05-06",163.17,"D",6.77,"B",1997,121.11,43.333632,-0.506392,"Location","Maison Individuelle","64037","64","Route de Parbayse 64230 Arbus",0.51
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-19",496,"G",29,"D",1948,71,49.4845616,6.2535542,"Vente","Maison Individuelle","65260","65","Rue Pasteur (Pont) Puttelange-lès-Thionville",0.83
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",157,"D",6,"B",1989,58.03,42.693771,2.773457,"Vente","Logement","66140","66","Rue des Orangers 66370 Pézilla-la-Rivière",0.47
"Méthode Facture",,"2013-05-17",227,"D",52,"E",1947,124,48.6676467,6.2030034,"Location","Logement","67000","67","Rue du Maréchal Foch (Pont) Jarville-la-Malgrange",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-20",241,"E",72,"F",1975,53,48.14262,7.486663,"Vente","Logement","68110","68","Rue des Champs 68320 Grussenheim",0.45
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",392,"F",22,"D",1975,90.3,45.6309643,4.8402432,"Vente","Maison Individuelle","69360","69","Chemin de la Blancherie Solaize",0.77
"FACTURE - DPE","V2012","2013-06-12",70.53,"B",19.33,"C",1948,75,47.341456,5.823248,"Location","Maison Individuelle","70181","70","Rue de l'Eglise 70150 Courcuire",0.6
"Méthode Facture",,"2013-05-21",0,"N",0,"N",1947,122,46.54085,3.775439,"Vente","Maison Individuelle","71220","71","L'Ouche Sainte Anne 71160 Gilly-sur-Loire",0.31
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,,,"Neuf","Maison Individuelle","72181","72",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-26",562,"G",36,"E",1948,146,45.546611,5.706402,"Vente","Maison Individuelle","73100","73","70 Che du Chapelu 73330 Domessin",0.35
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",438,"F",25,"D",1989,32.67,,,"Vente","Logement","74160","74",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-05",255,"E",13,"C",1948,83,48.7547484,2.382079,"Vente","Logement","75016","75","Avenue de Versailles (Pont) Thiais",0.75
"FACTURE - DPE","V2012","2013-05-14",210.5,"D",11.46,"C",2006,147.48,49.491596,1.223259,"Neuf","Maison Individuelle","76509","76","Rue du Tour de Preaux 76160 Préaux",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",202,"D",10,"B",2006,57.38,48.8031532,1.9038052,"Vente","Logement","77700","77","Rue de la Brèche du Houx (Chemin piéton) Jouars-Pontchartrain",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",267,"E",62,"F",1972,165.47,48.639577,2.003005,"Location","Maison Individuelle","78120","78","Rue du Clos Clément 78830 Bullion",0.57
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",255,"E",12,"C",2012,50.5,,,"Location","Maison Individuelle","79500","79",,0
"TROIS_CL_DPE","VERSION_2012","2013-04-30",295,"E",57.34,"F",1975,108,49.96501,2.982819,"Vente","Maison Individuelle","80015","80","12 Rue de l'Eglise 80200 Aizecourt-le-Haut",0.41
"3CL - DPE","V2012","2013-05-25",176.89,"D",9.92,"B",2006,182,43.755951,1.687561,"Vente","Maison Individuelle","81271","81","1335 Route de Garrigues 81370 Saint-Sulpice-la-Pointe",0.87
"Th-C-E","RT2005","2013-06-05",48.03,"A",1.09,"A",2013,71.01,43.894412,1.323031,"Neuf","Maison Individuelle","82027","82","2 Rue des Chênes 82370 Campsas",0.65
"3CL - DPE","V2012","2013-04-09",168.02,"D",39.32,"E",1975,82.4,43.4295247,6.7766175,"Vente","Logement","83118","83","Chemin de la Lauve (Pont) Saint-Raphaël",0.72
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",87,"B",23,"D",2005,150,49.3770626,3.7228444,"Vente","Maison Individuelle","84500","84","Chemin de la Garenne Maizy",0.81
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",267,"E",11,"C",1989,25.21,46.611683,-1.406656,"Vente","Logement","85160","85","Les Résidences du Bois 85310 Nesmy",0.33
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",239,"E",11,"C",1948,75.46,,,"Location","Logement","86100","86",,0
"3CL - DPE","V2012","2013-05-15",141.13,"C",25.64,"D",1900,184.5,45.833989,1.002498,"Vente","Maison Individuelle","87046","87","Route des Monts 87310 Cognac-la-Forêt",0.35
"3CL - DPE","V2012","2013-05-22",285,"E",66.69,"F",1947,45,48.074427,6.88159,"Vente","Logement","88196","88","46 Boulevard Kelsch 88400 Gérardmer",0.95
"3CL - DPE","V2012","2013-06-01",333.8,"F",91.46,"G",1969,68,48.8259512,2.3575692,"Vente","Maison Individuelle","89115","89","Tolbiac - sortie 4 - rue de la Maison Blanche (Bouche de métro) Paris",0.81
"3CL - DPE","V2012","2013-05-30",216,"D",7,"B",1974,21.22,47.642865,6.856973,"Vente","Logement","90010","90","8 Avenue Jean Jaurès 90000 Belfort",0.96
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",218,"D",65,"F",1948,68.24,48.4468843,1.4787601,"Location","Logement","91700","91","Rue Danièle Casanova (Pont) Chartres",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",153,"D",6,"B",2001,99.6,48.7656939,2.2814055,"Vente","Logement","92350","92","Rue des Vignes (Arrêt de bus) Châtenay-Malabry",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",296,"E",15,"C",1989,70,48.9031041,2.2059647,"Vente","Logement","93600","93","Rue Anatole France (Pont) Nanterre",0.81
"FACTURE - DPE","V2012","2013-05-14",215.27,"D",51.45,"E",1948,120,48.0513041,7.3631789,"Vente","Maison Individuelle","94046","94","Rue Michelet (Chemin) Colmar",0.72
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",159,"D",37,"E",1989,34.61,48.911376,2.2566583,"Location","Logement","95270","95","Marché des Vallées (Place de marché) La Garenne-Colombes",0.81
"3CL - DPE","V2012","2013-05-13",343.78,"F",17.56,"C",2006,53,46.1355876,5.9079808,"Vente","Logement","1109","01","Rue de Pré Bachat (Pont) Collonges",0.9
"Méthode Facture",,"2013-05-22",109,"C",32,"D",1947,128,49.699084,3.994064,"Vente","Maison Individuelle","02160","02","29 Rue des Chênes 02340 Chaourse",0.51
"Méthode Facture",,"2013-05-23",128,"C",30,"D",1947,86.36,,,"Vente","Logement","03200","03",,0
"3CL - DPE","V2012","2013-06-11",398,"F",17,"C",1988,23.8,43.2770294,5.4327054,"Vente","Logement","04205","04","Résidence Chante Perdrix (Zone résidentielle) Marseille",0.8
"Méthode Facture",,"2013-06-04",0,"N",0,"N",1947,20,43.5945957,3.8878985,"Vente","Logement","05560","05","Résidence Les Terrasses du Soleil (Zone résidentielle) Montpellier",0.72
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",149,"C",4,"A",1983,54.5,,,"Vente","Logement","06150","06",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",115,"C",34,"D",1989,197,44.72373,4.145677,"Vente","Maison Individuelle","07200","07","Chemin de la Marugier 07560 Le Roux",0.4
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",557,"G",32,"D",1948,50.3,49.535485,4.448099,"Vente","Logement","08330","08","22 Rue du Chemin Vert 08300 Novy-Chevrières",0.54
"TROIS_CL_DPE","VERSION_2012","2013-06-07",99.55,"C",23.29,"D",2012,120,48.9272908,2.0432563,"Location","Maison Individuelle","09022","09","Mairie (rue du 8 mai) (Parking à vélos) Poissy",0.72
"FACTURE - DPE","V2012","2013-06-03",57.94,"B",13.56,"C",2006,935.44,48.32905,4.120934,"Neuf","Maison Individuelle","10115","10","1 Rue de la République 10150 Creney-près-Troyes",0.77
"Méthode Facture",,"2013-05-16",274,"E",8,"B",1947,70.1,43.048536,2.743259,"Location","Logement","11110","11","2 bis Chemin du Cimetière 11220 Coustouge",0.49
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-17",141,"C",33,"D",2001,167,45.5015758,4.4348261,"Vente","Maison Individuelle","12450","12","Rue des Écoles (Arrêt de bus) Sorbiers",0.76
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-05",294,"E",17,"C",1948,83.7,,,"Vente","Logement","13006","13",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",423,"F",25,"D",1948,21,,,"Vente","Logement","14000","14",,0
"Méthode Facture",,"2013-06-20",179,"D",42,"E",1947,75,,,"Location","Logement","15000","15",,0
"Méthode Facture",,"2013-05-19",44,"A",10,"B",1947,242,44.1049078,3.0766731,"Vente","Maison Individuelle","16800","16","36 rue des Lilas (Maison d'hôte) Millau",0.73
"TROIS_CL_DPE","VERSION_2012","2013-05-13",245.64,"E",10.87,"B",1980,40,45.587081,-0.7143,"Location","Maison Individuelle","17133","17","Route de Chez Seguineau 17260 Cravans",0.66
"3CL - DPE","V2012","2013-05-21",269.42,"E",12.28,"C",1982,83,47.492426,2.445818,"Vente","Maison Individuelle","18015","18","2 Résidence de Launay 18700 Aubigny-sur-Nère",0.95
"3CL - DPE","V2012","2013-06-11",257,"E",4,"A",1982,68,45.180037,1.586664,"Vente","Maison Individuelle","19123","19","37 Allée de Puymaret 19360 Malemort",0.95
"FACTURE - DPE","V2012","2013-05-03",433.25,"F",14.11,"C",1948,58,47.165373,4.981151,"Location","Maison Individuelle","21267","21","2 Route de Gilly 21640 Flagey-Echézeaux",0.7
"FACTURE","VERSION_2012","2013-05-13",0,"A",0,"A",1900,162.89,,,"Vente","Maison Individuelle","22001","22",,0
"MIXTE FACTURE+3CL - DPE pour ECS","V2012","2013-06-25",81.13,"B",4.79,"A",1969,107,46.075877,2.092564,"Vente","Maison Individuelle","23105","23","4 Rue du Centre 23150 Lavaveix-les-Mines",0.94
"FACTURE - DPE","V2012","2013-05-21",57.53,"N",1.87,"N",1948,167,45.372687,0.260013,"Vente","Maison Individuelle","24303","24","La Côte 24320 Nanteuil-Auriac-de-Bourzac",0.93
"3CL - DPE","V2012","2013-05-26",153.41,"D",17.8,"C",1973,62.18,47.498293,6.791973,"Vente","Logement","25388","25","21 Rue Hélène Boucher 25200 Montbéliard",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",319,"E",74,"F",1948,90,45.7504558,4.9406634,"Vente","Logement","26410","26","Rue Elisée Reclus (Piste cyclable) Décines-Charpieu",0.77
"3CL - DPE","V2012","2013-05-20",190.06,"D",8.98,"B",2006,90,49.300338,0.725515,"Vente","Maison Individuelle","27209","27","400 Hameau d'Ytot 27290 Écaquelon",0.63
"3CL - DPE","V2012","2013-05-17",226.21,"D",52.93,"E",1974,108.57,48.066775,1.32326,"Vente","Maison Individuelle","28088","28","30 Rue de Courtalain 28200 Châteaudun",0.95
"TROIS_CL_DPE","VERSION_2012","2013-05-15",392.66,"F",95.94,"G",1950,90,46.9129671,5.3324665,"Vente","Maison Individuelle","29053","29","Impasse du Stade (Chemin) Neublans-Abergement",0.8
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-04",116,"C",2,"A",2006,66.08,,,"Vente","Logement","20137","2A",,0
"3CL - DPE","V2012","2013-07-16",75.53,"B",15.27,"C",2006,161,42.280735,9.492719,"Vente","Maison Individuelle","2B088","2B","Listincone 20230 Chiatra",0.48
"3CL - DPE","V2012","2013-05-15",167.34,"D",7.65,"B",2000,91.57,43.844898,4.3083833,"Vente","Maison Individuelle","30189","30","École primaire Edgar Tailhades Vacquerolles Nîmes",0.76
"3CL - DPE","V2012","2013-04-25",355.14,"F",20.33,"C",1960,81.77,42.7921029,0.5874797,"Location","Maison Individuelle","31248","31","Place Vincent Auriol (Parking) Bagnères-de-Luchon",0.78
"3CL - DPE","V2012","2013-06-06",168,"D",6.63,"B",2010,70.97,43.900768,0.111726,"Vente","Maison Individuelle","32119","32","Guinlet 32800 Eauze",0.51
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-29",158,"D",6,"B",1948,97.26,50.2716336,1.6757334,"Location","Maison Individuelle","33640","33","Kandy (Grand magasin) Rue",0.71
"Méthode Facture",,"2013-05-02",0,"N",0,"N",1947,14.2,,,"Location","Logement","34500","34",,0
"TROIS_CL_DPE","VERSION_2012","2013-05-06",272.56,"E",13.74,"C",2007,76,48.8173059,2.1445079,"Vente","Maison Individuelle","35014","35","École les Chataigniers Versailles",0.77
"Méthode Facture",,"2013-05-27",0,"N",0,"N",1947,51.19,46.885952,1.859947,"Location","Logement","36140","36","Place de la Mairie 36100 Neuvy-Pailloux",0.49
"FACTURE","VERSION_2012","2013-05-22",299.8,"E",8.92,"B",1947,180,47.6557482,1.4880333,"Vente","Maison Individuelle","37092","37","Arrêt de Bus Rue Nationale Saint-Dyé-sur-Loire",0.74
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",419,"F",99,"G",1948,72,47.575002,0.314668,"Vente","Maison Individuelle","38370","38","Rue Pierre et Marie Curie (Pont) Villiers-au-Bouin",0.83
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-03",505,"G",31,"D",1983,106,46.759005,5.939652,"Location","Maison Individuelle","39210","39","Route de Saint-germain 39300 Équevillon",0.5
"3CL - DPE","V2012","2013-05-16",346.43,"F",16.99,"C",1975,40.19,43.691174,-1.377507,"Vente","Maison Individuelle","40296","40","33 Rue de la Fontaine des Sables 40510 Seignosse",0.46
"Méthode Facture",,"2013-05-16",0,"N",0,"N",1947,45.9,44.4132612,2.2818732,"Location","Maison Individuelle","41200","41","Avenue de Villefranche (Pont) Rignac",0.79
